BU,MPN,DEVICE,MPC,PSI_MASK,PRODUCT_FAMILY,PKG_CODE,LEAD_COUNT,CONFIGURATION,BB_REPOSITORY_NAME,PACKAGE,TEST_LOCATION,ATE,TSO_MAIN_SOURCE,TSO_EXECUTABLE,TSO_TEST_DEVICE,STDF_TP_NAME,TP_REV,RELEASE_DATE,HANDLER,INCOMING_MEDIA,TRANSFER_REQUIRED,SUBCON_PROCESS_STEP,OPERATION,TEMP,INSERTION,FLOW_ID,FLOW_TYPE,TEST_FLOW_GROUP,PROCESS_PLAN,STEP_NAME,BIN_GROUP,ACCEPT_BIN1_ONLY,SITES,INDEX_SECONDS,TEST_SECONDS,DAILY_CAP,TEST_YIELD,SUBCON_UTILIZATION,DAILY_TEST_IN,DAILY_TEST_OUT,REMARKS,DIE_ITEM,PRODUCT,TARGET_YIELD,HOLD_YIELD_LIMIT,UPPER_YIELD_LIMIT,OS_YIELD_LIMIT,SCRAP_YIELD_LIMIT,CDCA_DISPOSITION_INSTRUCTION,PRODUCT_CONTROL,TPE,TSE,BU_PE,BU_TE,MSCC_TECHNOLOGIST,FAB_LOCATION,ASSY_LOCATION,LB_14A,LB_SUPPLIER,LB_SUPPLIER_PARTNUMBER,SOCKET_14A,SOCKET_SUPPLIER,SOCKET_SUPPLIER_PARTNUMBER,CABLE_14A,CABLE_SUPPLIER,CABLE_SUPPLIER_PARTNUMBER,DUTBOARD_14A,DUTBOARD_SUPPLIER,DUTBOARD_SUPPLIER_PARTNUMBER,MAPBOARD_14A,MAPBOARD_SUPPLIER,MAPBOARD_SUPPLIER_PARTNUMBER,IND,PGM_KEY,INDEX,TEST_PROG_DIRECTORY_NAME,TEST_PROGRAM_DIRECTORY,SKIP_LOT_QA_1:10,QA_TEST_PROGRAM_NAME,STDF_DEVICE,SETUP_KEY,PSI_STATUS,TP_NAME,STDF_PROGRAM,MSCC_PLANNER,MSCC_PE_PRIMARY,MSCC_PE_BACKUP,MSCC_TE,LB_QTY,LB_TESTLOCATION,LB_STATUS,LB_N1,SOCKET_QTY,SUBCON_SOCKET_ID,LID_SOCKET_14A,LID_SOCKET_QTY,LID_SUBCON_SOCKET_ID,LID_SUPPLIER,LID_SUPPLIER_PARTNUMBER,ALIGNPLATE_SOCKET_14A,ALIGNPLATE_QTY,SUBCON_ALIGNPLATE_ID,ALIGNPLATE_SUPPLIER,ALIGNPLATE_SUPPLIER_PARTNUMBER,CABLE_QTY,SUBCON_CABLE_ID,DUTBOARD_QTY,DUTBOARD_SUBCON_ID,CHANGEKIT_QTY,SUBCON_CHANGEKIT_ID,CHANGEKIT_SUPPLIER,CHANGEKIT_SUPPLIER_PARTNUMBER,MAPBOARD_QTY,SUBCON_MAPBOARD_ID,
LCLD,LE9541DUQC.JA,L9541D_Rev2P5,V20567M7CA02,V2056,VE950,M7C,40,VQFN_6X6,,QFN40 (6x6x0.9),NSEB,ETS300_LCLD,L9541D_Rev2P5,,,L9541D_Rev2P5,2.5,2019-10-24 00:00:00,PNP_X4,Tray,No,,FCD,T25C,1.0,-,STD,STD_LE9541D_JA,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD01,Yes,2.0,0.75,7.74,20353,0.96,0.65,13229.681978798586,12700.494699646642,-,J5260AAA,VE950,0.96,0.95,0.98,0.01,0.6,-,Leslie,HC Tan,Sun Sun,Mark Smith,Gilbert Figueroa,Mike Tranquillo,GF,NSEB,14-A19829,East West Manufacturing,SID00RD2085,14-A19847,IDI,210742-000,14-A19859,East West Manufacturing,SID-99RD2084,14-A19849,East West Manufacturing,PCB110010/116499-18634-F,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9541DUQCT.JA,L9541D_Rev2P5,V2056TM7CA02,V2056,VE950,M7C,40,VQFN_6X6,,QFN40 (6x6x0.9),NSEB,ETS300_LCLD,L9541D_Rev2P5,,,L9541D_Rev2P5,2.5,2019-10-24 00:00:00,PNP_X4,Tray,No,,FCD,T25C,1.0,-,STD,STD_LE9541D_JA,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD01,Yes,2.0,0.75,7.74,20353,0.96,0.65,13229.681978798586,12700.494699646642,-,J5260AAA,VE950,0.96,0.95,0.98,0.01,0.6,-,Leslie,HC Tan,Sun Sun,Mark Smith,Gilbert Figueroa,Mike Tranquillo,GF,NSEB,14-A19829,East West Manufacturing,SID00RD2085,14-A19847,IDI,210742-000,14-A19859,East West Manufacturing,SID-99RD2084,14-A19849,East West Manufacturing,PCB110010/116499-18634-F,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9541DUQC.JB,L9541D_Rev2P5,V20757M7CA02,V2075,VE950,M7C,40,VQFN_6X6,,QFN40 (6x6x0.9),NSEB,ETS300_LCLD,L9541D_Rev2P5,,,L9541D_Rev2P5,2.5,2019-10-24 00:00:00,PNP_X4,Tray,No,,FCD,T25C,1.0,-,STD,STD_LE9541D_JB,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD01,Yes,2.0,0.75,7.74,20353,0.96,0.65,13229.681978798586,12700.494699646642,-,J5260BED,VE950,0.96,0.95,0.98,0.01,0.6,-,Leslie,HC Tan,Sun Sun,Mark Smith,Gilbert Figueroa,Mike Tranquillo,GF,NSEB,14-A19829,East West Manufacturing,SID00RD2085,14-A19847,IDI,210742-000,14-A19859,East West Manufacturing,SID-99RD2084,14-A19849,East West Manufacturing,PCB110010/116499-18634-F,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9541DUQCT.JB,L9541D_Rev2P5,V2075TM7CA02,V2075,VE950,M7C,40,VQFN_6X6,,QFN40 (6x6x0.9),NSEB,ETS300_LCLD,L9541D_Rev2P5,,,L9541D_Rev2P5,2.5,2019-10-24 00:00:00,PNP_X4,Tray,No,,FCD,T25C,1.0,-,STD,STD_LE9541D_JB,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD01,Yes,2.0,0.75,7.74,20353,0.96,0.65,13229.681978798586,12700.494699646642,-,J5260BED,VE950,0.96,0.95,0.98,0.01,0.6,-,Leslie,HC Tan,Sun Sun,Mark Smith,Gilbert Figueroa,Mike Tranquillo,GF,NSEB,14-A19829,East West Manufacturing,SID00RD2085,14-A19847,IDI,210742-000,14-A19859,East West Manufacturing,SID-99RD2084,14-A19849,East West Manufacturing,PCB110010/116499-18634-F,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9551CMQC.JB,L9551C,V20757LZCA01,V2075,VE950,LZC,28,VQFN_4X5,,QFN28 (5x4x0.9),ASEM,ETS300_LCLD,L9551C,,,L9551C,1.2,2018-10-10 00:00:00,PNP_X4,Tray,No,T400,FCD,T25C,1.0,-,STD,STD L9551C,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD01,Yes,2.0,0.75,7.85,20093,0.95,0.65,13060.46511627907,12407.441860465116,-,J5260BDD,VE950,0.95,0.92,0.98,0.01,0.6,-,Leslie,HC Tan,Sun Sun,Mark Smith,Gilbert Figueroa,Mike Tranquillo,GF,ASEM,14-A19829,East West Manufacturing,SID00RD2085,14-A19830,Smith Connector,S-223376-000C,14-A19859,East West Manufacturing,SID-99RD2084,14-A19828,East West Manufacturing,PCB0022/121140-23715-F,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9551CMQCT.JB,L9551C,V2075TLZCA01,V2075,VE950,LZC,28,VQFN_4X5,,QFN28 (5x4x0.9),ASEM,ETS300_LCLD,L9551C,,,L9551C,1.2,2018-10-10 00:00:00,PNP_X4,Tray,No,T400,FCD,T25C,1.0,-,STD,STD L9551C,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD01,Yes,2.0,0.75,7.85,20093,0.95,0.65,13060.46511627907,12407.441860465116,-,J5260BDD,VE950,0.95,0.92,0.98,0.01,0.6,-,Leslie,HC Tan,Sun Sun,Mark Smith,Gilbert Figueroa,Mike Tranquillo,GF,ASEM,14-A19829,East West Manufacturing,SID00RD2085,14-A19830,Smith Connector,S-223376-000C,14-A19859,East West Manufacturing,SID-99RD2084,14-A19828,East West Manufacturing,PCB0022/121140-23715-F,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9551DMQC.JB,L9551D,V20757LZCA02,V2075,VE950,LZC,28,VQFN_4X5,,QFN28 (5x4x0.9),ASEM,ETS300_LCLD,L9551D,,,L9551D,1.3,2018-10-10 00:00:00,PNP_X4,Tray,No,T400,FCD,T25C,1.0,-,STD,STD L9551D,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD01,Yes,2.0,0.75,7.8,20210,0.95,0.65,13136.842105263158,12480.0,-,J5260BDD,VE950,0.95,0.92,0.98,0.01,0.6,-,Leslie,HC Tan,Sun Sun,Mark Smith,Gilbert Figueroa,Mike Tranquillo,GF,ASEM,14-A19829,East West Manufacturing,SID00RD2085,14-A19830,Smith Connector,S-223376-000C,14-A19859,East West Manufacturing,SID-99RD2084,14-A19828,East West Manufacturing,PCB0022/121140-23715-F,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9551DMQCT.JB,L9551D,V2075TLZCA02,V2075,VE950,LZC,28,VQFN_4X5,,QFN28 (5x4x0.9),ASEM,ETS300_LCLD,L9551D,,,L9551D,1.3,2018-10-10 00:00:00,PNP_X4,Tray,No,T400,FCD,T25C,1.0,-,STD,STD L9551D,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD01,Yes,2.0,0.75,7.8,20210,0.95,0.65,13136.842105263158,12480.0,-,J5260BDD,VE950,0.95,0.92,0.98,0.01,0.6,-,Leslie,HC Tan,Sun Sun,Mark Smith,Gilbert Figueroa,Mike Tranquillo,GF,ASEM,14-A19829,East West Manufacturing,SID00RD2085,14-A19830,Smith Connector,S-223376-000C,14-A19859,East West Manufacturing,SID-99RD2084,14-A19828,East West Manufacturing,PCB0022/121140-23715-F,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9621AQC.AC,LE9621,3411E7M2CA01,3411E,SF Low Cost,M2C,36,VQFN_4X6,,QFN36 (6x4x0.9),ASEM,CHROMA3650,LE9621_AC_FCD,,,LE9621_AC_FCD,AF,2018-09-26 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9621,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,9.3,68776,0.94,0.6,41265.67164179104,38789.73134328358,NA,J4190AAA/B2180AAA,SF Low Cost,0.92,0.93,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19757,"Test21, INC.",TW16-3111A,14-A19758,Mieux,M160032-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9621AQC.AC,LE9621AQC,3411E7M2CA01,3411E,SF Low Cost,M2C,36,VQFN_4X6,,QFN36 (6x4x0.9),ASEM,CHROMA3650,LE9621_AC_FCD,,,LE9621_AC_FCD,AF,2018-09-26 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9621,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,9.3,68776,0.94,0.6,41265.67164179104,38789.73134328358,NA,J4190AAA/B2180AAA,SF Low Cost,0.92,0.93,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19757,"Test21, INC.",TW16-3111A,14-A19758,Mieux,M160032-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9621AQC.AC,LE9621AQC,3411E7M2CA01,3411E,SF Low cost,M2C,36,VQFN_4X6,,QFN36 (6x4x0.9),NSEB,CHROMA3650,LE9621_AC_FCD,,,LE9621_AC_FCD,AA,To ReQual,"PNP_X8, CHROMA_3180",Tray,No,,FCD,T25C,1.0,-,STD,STD LE9621,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.7,8.6,74322,0.94,0.65,48309.67741935485,45411.09677419355,NA,J4090BDC/B2180AAA,SF Low cost,0.96,0.94,0.99,0.01,0.5,-,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,NSEB,14-A19757,"Test21, INC.",TW16-3111A,14-A19758,Mieux,M160032-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9621AQCT.AC,LE9621AQCT,3411ETM2CA01,3411E,SF Low cost,M2C,36,VQFN_4X6,,QFN36 (6x4x0.9),NSEB,CHROMA3650,LE9621_AC_FCD,,,LE9621_AC_FCD,AA,To ReQual,"PNP_X8, CHROMA_3180",Tray,No,,FCD,T25C,1.0,-,STD,STD LE9621,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.7,8.6,74322,0.94,0.65,48309.67741935485,45411.09677419355,NA,J4090BDC/B2180AAA,SF Low cost,0.96,0.94,0.99,0.01,0.5,-,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,NSEB,14-A19757,"Test21, INC.",TW16-3111A,14-A19758,Mieux,M160032-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9621AQCT.AC,LE9621AQCT,3411ETM2CA01,3411E,SF Low Cost,M2C,36,VQFN_4X6,,QFN36 (6x4x0.9),ASEM,CHROMA3650,LE9621_AC_FCD,,,LE9621_AC_FCD,AF,2018-09-26 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9621,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,9.3,68776,0.94,0.6,41265.67164179104,38789.73134328358,NA,J4190AAA/B2180AAA,SF Low Cost,0.92,0.93,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19757,"Test21, INC.",TW16-3111A,14-A19758,Mieux,M160032-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9621AQC.AC,LE9621AQC,3411E7M2CA01,3411E,SF Low Cost,M2C,36,VQFN_4X6,,QFN36 (6x4x0.9),MTAI,CHROMA3650,LE9621_AC_FCD,,,LE9621_AC_FCD,AF,2018-09-26 00:00:00,CHROMA_3180,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9621,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.7,9.3,69120,0.94,0.6,41265.67164179104,38789.73134328358,NA,J4190AAA/B2180AAA,SF Low Cost,0.92,0.93,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,MTAI,14-A19757,"Test21, INC.",TW16-3111A,14-A19758,Mieux,M160032-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9621AQCT.AC,LE9621AQCT,3411ETM2CA01,3411E,SF Low Cost,M2C,36,VQFN_4X6,,QFN36 (6x4x0.9),MTAI,CHROMA3650,LE9621_AC_FCD,,,LE9621_AC_FCD,AF,2018-09-26 00:00:00,CHROMA_3180,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9621,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.7,9.3,69120,0.94,0.6,41265.67164179104,38789.73134328358,NA,J4190AAA/B2180AAA,SF Low Cost,0.92,0.93,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,MTAI,14-A19757,"Test21, INC.",TW16-3111A,14-A19758,Mieux,M160032-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9622RQC.AB,LE9622,3411K7MBCA01,3411K,Apollo Low Cost,MBC,53,VQFN_7X7,,QFN53 (7x7x0.9),ASEM,CHROMA3650,LE9622_AB_FCD,,,3411K7MBCA01_AB_FCD,AB,2019-02-28 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD_LE9622,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,14.07,46639,0.94,0.6,27983.805668016194,26304.77732793522,NA,J4080BAA/B2170BCA,Apollo Low Cost,0.92,0.92,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19761,"Test21, INC.",TW17-3112A,14-A19762,Mieux,M160188-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9622RQC.AB,LE9622RQC,3411K7MBCA01,3411K,Apollo Low Cost,MBC,53,VQFN_7X7,,QFN53 (7x7x0.9),ASEM,CHROMA3650,LE9622_AB_FCD,,,LE9622_AB_FCD,AB,2019-02-28 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD_LE9622,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,14.07,46639,0.94,0.6,27983.805668016194,26304.77732793522,NA,J4080BAA/B2170BCA,Apollo Low Cost,0.92,0.92,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19761,"Test21, INC.",TW17-3112A,14-A19762,Mieux,M160188-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9622RQCT.AB,LE9622RQCT,3411KTMBCA01,3411K,Apollo Low Cost,MBC,53,VQFN_7X7,,QFN53 (7x7x0.9),ASEM,CHROMA3650,LE9622_AB_FCD,,,LE9622_AB_FCD,AB,2019-02-28 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD_LE9622,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,14.07,46639,0.94,0.6,27983.805668016194,26304.77732793522,NA,J4080BAA/B2170BCA,Apollo Low Cost,0.92,0.92,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19761,"Test21, INC.",TW17-3112A,14-A19762,Mieux,M160188-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9632RQC.AB,LE9632,3411J7MBCA01,3411J,Apollo Low Cost,MBC,53,VQFN_7X7,,QFN53 (7x7x0.9),ASEM,CHROMA3650,LE9632_AB_FCD,,,3411J7MBCA01_AB_FCD,AB,2019-02-28 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9632,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,13.57,48268,0.94,0.6,28960.893854748603,27223.240223463687,NA,J4071CDD/B2170BCA,Apollo Low Cost,0.92,0.9,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19760,"Test21, INC.",TW16-C011A,14-A19762,Mieux,M160188-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9632RQC.AB,LE9632RQC,3411J7MBCA01,3411J,Apollo Low Cost,MBC,53,VQFN_7X7,,QFN53 (7x7x0.9),ASEM,CHROMA3650,LE9632_AB_FCD,,,LE9632_AB_FCD,AB,2019-02-28 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9632,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,13.57,48268,0.94,0.6,28960.893854748603,27223.240223463687,NA,J4071CDD/B2170BCA,Apollo Low Cost,0.92,0.9,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19760,"Test21, INC.",TW16-C011A,14-A19762,Mieux,M160188-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9632RQCT.AB,LE9632RQCT,3411JTMBCA01,3411J,Apollo Low Cost,MBC,53,VQFN_7X7,,QFN53 (7x7x0.9),ASEM,CHROMA3650,LE9632_AB_FCD,,,LE9632_AB_FCD,AB,2019-02-28 00:00:00,PNP_X8,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9632,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.75,13.57,48268,0.94,0.6,28960.893854748603,27223.240223463687,NA,J4071CDD/B2170BCA,Apollo Low Cost,0.92,0.9,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19760,"Test21, INC.",TW16-C011A,14-A19762,Mieux,M160188-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9641PQC.AD,LE9641,3410X7M9CA01,3410X,StreetFighter,M9C,48,VQFN_7X7,,QFN48 (7x7x0.9),ASEM,CATALYST,LE9641AD_AF,,,LE9641AD_AF,AF,2018-12-07 00:00:00,PNP_X4,Tray,No,T400,FCD,25C,1.0,NA,STD,STD LE9641,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,4.0,1.2,14.08,22617,0.92,0.65,14701.570680628274,13525.445026178013,NA,J4090BDC/B2180AAA,StreetFighter,0.92,0.93,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19810,APX Test,"SF 48 QFN X4, RevB",14-A19811,Altanova,SCFP-1062,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9641PQCT.AD,LE9641,3410XTM9CA01,3410X,StreetFighter,M9C,48,VQFN_7X7,,QFN48 (7x7x0.9),ASEM,CATALYST,LE9641AD_AF,,,LE9641AD_AF,AF,2018-12-07 00:00:00,PNP_X4,Tray,No,T400,FCD,25C,1.0,NA,STD,STD LE9641,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,4.0,1.2,14.08,22617,0.92,0.65,14701.570680628274,13525.445026178013,NA,J4090BDC/B2180AAA,StreetFighter,0.92,0.93,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,ASEM,14-A19810,APX Test,"SF 48 QFN X4, RevB",14-A19811,Altanova,SCFP-1062,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9641PQC.AD,LE9641PQC,3410X7M9CA01,3410X,StreetFighter,M9C,48,VQFN_7X7,,QFN48 (7x7x0.9),NSEB,CHROMA3650,LE9641_AD_FCD,,,LE9641_AD_FCD,BH,2018-10-09 00:00:00,"PNP_X8, CHROMA_3180",Tray,No,,FCD,T25C,1.0,-,STD,STD LE9641,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.7,9.59,67172,0.94,0.65,43661.80758017493,41042.09912536443,SF1,J4090BDC/B2180AAA,StreetFighter,0.96,0.94,0.99,0.01,0.5,-,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,NSEB,14-A19753,"Test21, INC.",TW15-2232A,14-A19754,Mieux,M110093-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9641PQCT.AD,LE9641PQCT,3410XTM9CA01,3410X,StreetFighter,M9C,48,VQFN_7X7,,QFN48 (7x7x0.9),NSEB,CHROMA3650,LE9641_AD_FCD,,,LE9641_AD_FCD,BH,2018-10-09 00:00:00,"PNP_X8, CHROMA_3180",Tray,No,,FCD,T25C,1.0,-,STD,STD LE9641,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.7,9.59,67172,0.94,0.65,43661.80758017493,41042.09912536443,SF1,J4090BDC/B2180AAA,StreetFighter,0.96,0.94,0.99,0.01,0.5,-,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,NSEB,14-A19753,"Test21, INC.",TW15-2232A,14-A19754,Mieux,M110093-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCLD,LE9641PQC.AD,LE9641PQC,3410X7M9CA01,3410X,StreetFighter,M9C,48,VQFN_7X7,,QFN48 (7x7x0.9),MTAI,CHROMA3650,LE9641_AD_FCD,,,LE9641_AD_FCD,BH,2018-08-24 00:00:00,CHROMA_3180,Tray,No,T400,FCD,T25C,1.0,NA,STD,STD LE9641,FQ,"FCD(25C), FQD(25C)",CPG_LE_STD02,Yes,8.0,0.7,9.87,65392,0.94,0.6,39235.57237464523,36881.43803216651,SF1,J4090BDC/B2180AAA,StreetFighter,0.92,0.93,0.97,0.01,0.5,NA,Tammy,SS Quah,Sun Sun,Marshall Williams,Gilbert Figueroa,Mike Tranquillo/ Jeffrey Schmoyer,GF,MTAI,14-A19753,"Test21, INC.",TW15-2232A,14-A19754,Mieux,M110093-100,,NA,NA,,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
