,,,,,,,,,,,,,,,,glxy_SS_IH     <> glxy_pin2,glxy_OSC       <> glxy_pin3,glxy_OUTS      <> glxy_pin4S,glxy_OUTF      <> glxy_pin4F,glxy_VCCS      <> glxy_pin5S,glxy_VCCF      <> glxy_pin5F,glxy_BOOT      <> glxy_pin6,glxy_COMP      <> glxy_pin7,glxy_FB        <> glxy_pin8,glxy_PT        <> glxy_PT,Abs comp       <> ABS_COM,Abs fb         <> ABS_FB,Ref bef zap    <> REF_BE,sim1 ... <> Simule_1,sim2 ... <> Simule_2,sim3 ... <> Simule_3,sim4 ... <> Simule_4,sim5 ... <> Simule_5,sim6 ... <> Simule_6,sim7 ... <> Simule_7,sim8 ... <> Simule_8,sim9 ... <> Simule_9,sim10 ... <> Simule_10,sim11 ... <> Simule_11,sim12 ... <> Simule_12,sim13 ... <> Simule_13,sim14 ... <> Simule_14,sim15 ... <> Simule_15,Ref best     <> REF_BEST_SIM,indice        <> REF_FLAG,Zap current   <> ZAP_REF,Ref aft zap     <> REF,Ref recovery    <> VREF_REC,Ref precision   <> VREF_TGT,Line 8/55v      <> LN_REG,Iq dut_cycle=0  <> IQ,Iq st_by 24v    <> IQ_SBY_24,Iq st_by 55v    <> IQ_SBY_55,Abs supply      <> ABS_VCC,Iq tot          <> IQ_TOT,Freq at 8v      <> FQ_1,Uvlo up th      <> UVLO_UP,Uvlo hysteresis  <> UVLO_HYS,Freq at 55v     <> FQ_2,Freq stability  <> FQ_STAB,Freq max        <> FQ_MAX,I inh low       <> I_IH_LO,Inh th up        <> INH_TH_UP,Inh th down      <> INH_TH_DOWN,Inh hyste        <> INH_HYS,Iss charge      <> SS_ICH,Iss discharge    <> SS_IDCH,Lkg Mos          <> LK_PWR,Abs out          <> OUT_MAX,Abs boot         <> ABS_BOOT,Lkg boot Mos off <> IBOOT_OFF,Lkg boot         <> LKG_BOOT,Drop of the Mos <> DROP_10V,Rds on          <> RDS_ON,Imax bef zap	 <> IMAX,Imax aft zap   <> IMAX_AFT,Imax precision   <> IMAX_TGT,Max duty cycle  <> MAX_DUT,Osc val 24v     <> OSC_VL24,Osc pk 55v       <> OSC_PK55,Osc pk 8v        <> OSC_PK8,Gain op_loop     <> EA_OLG,Svrr             <> EA_SVRR,Bias EA         <> EA_BIAS,Transcond       <> EA_TRANS,EA swing high   <> EA_SWH,EA swing low	 <> EA_SWL,Src out I       <> EA_SRC,Sink out I      <> EA_SNK
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-27,857,First,20,20,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-27,858,First,8,8,None,0,-0.6942187547683716,-0.6846093535423279,-0.735156238079071,-0.741406261920929,-0.5892968773841858,-0.5799219012260437,-0.6892187595367432,-0.6583593487739563,-0.6938281059265137,-0.8013281226158142,-0.000273281242698431,-1.9590625015553087e-06,3.388437509536743,3.361562490463257,3.279609441757202,3.3064844608306885,3.4021875858306885,3.4847655296325684,3.469062566757202,3.4409375190734863,3.354687452316284,3.383437395095825,3.3196094036102295,3.292109489440918,3.374687433242798,3.455312490463257,3.367812395095825,3.397812604904175,3.374687433242798,12.0,0.8154374957084656,3.387812614440918(F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,30,-27,859,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,31,-27,860,First,1,1,None,0,-0.7073437571525574,-0.6983593702316284,-0.7482812404632568,-0.7551562786102295,-0.6024218797683716,-0.5811718702316284,-0.6898437738418579,-0.6583593487739563,-0.6938281059265137,-0.8013281226158142,-0.00027078125276602805,-2.027812570304377e-06,3.388437509536743,3.3603124618530273,3.278984308242798,3.305859327316284,3.4140625,3.4985156059265137,3.469062566757202,3.440312385559082,3.354062557220459,3.3828125,3.3302342891693115,3.302734375,3.3865625858306885,3.469062566757202,3.3759374618530273,3.4103124141693115,3.3759374618530273,14.0,0.8175156116485596,3.3815624713897705,-0.006874999962747097,0.006417410913854837,0.003139062551781535,0.0031356250401586294,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031531250569969416,96260.203125,,,99511.3671875,0.0326712429523468,429465.65625,-6.6053125920007005e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-4.115000047022477e-05,9.756249710335396e-06,-2.8750000637955964e-05,-0.012248437851667404,0.00011718749738065526,4.812499901163392e-05,0.0006129687535576522,0.2311718761920929,0.15411458909511566,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9827179908752441,0.8600000143051147,9.529999732971191,2.130000114440918,58.99573516845703,81.3973617553711,2.1124999420862878e-06,0.0022857142612338066,11.145625114440918,0.12084375321865082,-0.00024261718499474227,0.00030685155070386827
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,32,-27,861,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,33,-27,862,First,1,1,None,0,-0.6829687356948853,-0.6739843487739563,-0.7245312333106995,-0.7307812571525574,-0.5780468583106995,-0.5811718702316284,-0.6892187595367432,-0.658984363079071,-0.694531261920929,-0.8025781512260437,-0.0002770312421489507,-1.9965625597251346e-06,3.390312433242798,3.3628125190734863,3.2808594703674316,3.307734489440918,3.416562557220459,3.5003905296325684,3.470937490463257,3.442187547683716,3.3559374809265137,3.3846874237060547,3.3327343463897705,3.305234432220459,3.3890624046325684,3.471562385559082,3.383437395095825,3.4121875762939453,3.3628125190734863,1.0,0.8132500052452087,3.3634374141693115,-0.026875000447034836,0.0010230655316263437,0.003026562510058284,0.00308812502771616,0.0001203124993480742,0.0001390624966006726,0.000157812493853271,0.003115624887868762,96507.5390625,,,99539.3515625,0.03045845776796341,429050.5625,-6.822812338214135e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.0350001654587686e-05,1.0006249794969335e-05,-2.796875014610123e-05,-0.012060937471687794,0.00011718749738065526,4.812499901163392e-05,0.0006179687334224582,0.23054687678813934,0.1536979228258133,2.390000104904175,2.390000104904175,-0.04399999976158142,0.981918215751648,0.8600000143051147,9.529999732971191,2.130000114440918,58.55571746826172,82.7131576538086,1.946093789229053e-06,0.002222222276031971,11.0728120803833,0.12109375,-0.00024449219927191734,0.0003079765592701733
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,34,-27,863,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,35,-27,864,First,1,1,None,0,-0.6973437666893005,-0.6883593797683716,-0.73828125,-0.7464062571525574,-0.5930469036102295,-0.5811718702316284,-0.6892187595367432,-0.658984363079071,-0.694531261920929,-0.801953136920929,-0.00027453125221654773,-2.0415625385794556e-06,3.3915624618530273,3.3584375381469727,3.2758593559265137,3.3089842796325684,3.417187452316284,3.501640558242798,3.4721875190734863,3.442812442779541,3.357187509536743,3.385937452316284,3.333984375,3.3064844608306885,3.3896875381469727,3.4721875190734863,3.3846874237060547,3.4140625,3.3846874237060547,14.0,0.8178593516349792,3.3846874237060547,-0.006874999962747097,0.00734747014939785,0.0034265625290572643,0.0031481250189244747,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003178125014528632,96417.9453125,,,99480.09375,0.030781475827097893,429302.4375,-6.721562385791913e-06,2.0999999046325684,1.399999976158142,0.699999988079071,-4.2550000216579065e-05,1.0131249837286305e-05,-2.890625000873115e-05,-0.012098437175154686,0.00011718749738065526,4.9375001253793016e-05,0.000627968751359731,0.2299218773841858,0.15328125655651093,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819466471672058,0.8600000143051147,9.529999732971191,2.130000114440918,59.04963684082031,81.75745391845703,2.2117187654657755e-06,0.0022857142612338066,11.158124923706055,0.12009374797344208,-0.00024593749549239874,0.0003134218859486282
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,36,-27,865,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,37,-27,866,First,1,1,None,0,-0.6773437261581421,-0.6683593988418579,-0.7189062237739563,-0.7251562476158142,-0.5717968940734863,-0.5811718702316284,-0.6898437738418579,-0.6596093773841858,-0.694531261920929,-0.8032031059265137,-0.00027578126173466444,-1.991562612602138e-06,3.3940625190734863,3.3634374141693115,3.283984422683716,3.3121094703674316,3.4203124046325684,3.504140615463257,3.468437433242798,3.4465625286102295,3.359687566757202,3.3890624046325684,3.3371875286102295,3.3089842796325684,3.392812490463257,3.4753124713897705,3.3871874809265137,3.416562557220459,3.3634374141693115,1.0,0.8119999766349792,3.366562604904175,-0.027499999850988388,0.001953125,0.003364062402397394,0.003115624887868762,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003128125099465251,96495.9296875,,,99561.4609375,0.030790405347943306,429519.96875,-6.799062703066738e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-3.9649999962421134e-05,9.856249562290031e-06,-2.8281250706641003e-05,-0.011835937388241291,0.00011718749738065526,4.812499901163392e-05,0.0006167187239043415,0.23054687678813934,0.1536979228258133,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9819040298461914,0.8600000143051147,9.529999732971191,2.130000114440918,58.68954849243164,81.87132263183594,1.984375103347702e-06,0.0021621622145175934,11.082812309265137,0.12309374660253525,-0.00024255468451883644,0.0003007890481967479
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,38,-27,867,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,39,-27,868,First,1,1,None,0,-0.664843738079071,-0.6551562547683716,-0.7051562666893005,-0.7120312452316284,-0.5599218606948853,-0.5805468559265137,-0.6892187595367432,-0.6577343940734863,-0.6932031512260437,-0.7994531393051147,-0.00027078125276602805,-1.9853125650115544e-06,3.395312547683716,3.367812395095825,3.2858593463897705,3.312734365463257,3.422187566757202,3.5053906440734863,3.4765625,3.447812557220459,3.3609375953674316,3.390312433242798,3.3378124237060547,3.310234308242798,3.3940625190734863,3.4765625,3.388437509536743,3.4178125858306885,3.367812395095825,1.0,0.8103749752044678,3.3684375286102295,-0.026875000447034836,0.0025111606810241938,0.0032015624456107616,0.003110625082626939,0.0001203124993480742,0.0001390624966006726,0.000157812493853271,0.0031406250782310963,96625.453125,,,99565.328125,0.02952706627547741,429229.4375,-6.711562491545919e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.002499917987734e-05,9.78124990069773e-06,-2.890625000873115e-05,-0.012460937723517418,0.00011718749738065526,4.812499901163392e-05,0.0006223437376320362,0.23179687559604645,0.15453125536441803,2.430000066757202,2.430000066757202,-0.02800000086426735,0.982677161693573,0.8600000143051147,9.529999732971191,2.130000114440918,58.731143951416016,82.74478149414062,1.925624928844627e-06,0.0021052630618214607,11.102812767028809,0.12184374779462814,-0.00023805469390936196,0.00030372655601240695
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,40,-27,869,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,41,-27,870,First,1,1,None,0,-0.6604687571525574,-0.6507812738418579,-0.6970312595367432,-0.703906238079071,-0.557421863079071,-0.579296886920929,-0.6885937452316284,-0.6571093797683716,-0.6919531226158142,-0.7969531416893005,-0.00027203126228414476,-2.0040624804096296e-06,3.392812490463257,3.3659374713897705,3.2833592891693115,3.310859441757202,3.4178125858306885,3.5035157203674316,3.474062442779541,3.4453125,3.3584375381469727,3.3871874809265137,3.3358592987060547,3.308359384536743,3.3915624618530273,3.4721875190734863,3.3865625858306885,3.4153125286102295,3.3659374713897705,1.0,0.8087499737739563,3.3634374141693115,-0.029374999925494194,0.0010230655316263437,0.0030890624038875103,0.003100625006482005,0.00010156250209547579,0.00014531250053551048,0.000157812493853271,0.003128125099465251,96705.0,,,99602.265625,0.02908833511173725,429453.53125,-6.731562280037906e-06,2.059999942779541,1.340000033378601,0.7200000286102295,-3.9924998418428004e-05,9.981249604607001e-06,-2.890625000873115e-05,-0.01477499958127737,0.00011718749738065526,4.812499901163392e-05,0.0006148437387309968,0.2311718761920929,0.15411458909511566,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9826908111572266,0.8600000143051147,9.529999732971191,2.130000114440918,58.95151901245117,81.75745391845703,1.6543749552511144e-06,0.0021621622145175934,11.087812423706055,0.12159375101327896,-0.0002397421922069043,0.00030222657369449735
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,42,-27,871,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,43,-27,872,First,1,1,None,0,-0.6642187237739563,-0.6539062261581421,-0.6970312595367432,-0.7026562690734863,-0.5586718916893005,-0.579296886920929,-0.6885937452316284,-0.6583593487739563,-0.6932031512260437,-0.8007031083106995,-0.00027203126228414476,-1.970312496268889e-06,3.4003124237060547,3.372812509536743,3.290234327316284,3.317734479904175,3.427187442779541,3.5110156536102295,3.4809374809265137,3.452812433242798,3.3659374713897705,3.395312547683716,3.3428125381469727,3.3146092891693115,3.399062395095825,3.481640577316284,3.393437385559082,3.4228124618530273,3.372812509536743,1.0,0.8069999814033508,3.3734374046325684,-0.026875000447034836,0.0039992560632526875,0.004376562312245369,0.0030931250657886267,0.0001203124993480742,0.00014531250053551048,0.00016406249778810889,0.003115624887868762,96568.8515625,,,99528.359375,0.029735347256064415,429141.28125,-6.7240625867270865e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.1125000279862434e-05,9.881249752652366e-06,-2.890625000873115e-05,-0.01601249910891056,0.00011718749738065526,4.812499901163392e-05,0.0006210937281139195,0.23179687559604645,0.15453125536441803,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9827044010162354,0.8600000143051147,9.529999732971191,2.130000114440918,58.804420471191406,82.28204345703125,1.9281249024061253e-06,0.0021621622145175934,11.110312461853027,0.12159375101327896,-0.00023999219411052763,0.00030503905145451427
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,44,-27,873,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,45,-27,874,First,1,1,None,0,-0.6617187261581421,-0.6514062285423279,-0.6900781393051147,-0.6951562762260437,-0.5529687404632568,-0.576171875,-0.6873437762260437,-0.6571093797683716,-0.692578136920929,-0.7975780963897705,-0.0002782812516670674,-2.0128125015617115e-06,3.4053125381469727,3.377812385559082,3.294609308242798,3.3071093559265137,3.432187557220459,3.5166406631469727,3.4872655868530273,3.457812547683716,3.3709375858306885,3.3996875286102295,3.3478124141693115,3.3196094036102295,3.403437614440918,3.4872655868530273,3.3984375,3.4278125762939453,3.3709375858306885,8.0,0.8179374933242798,3.3715624809265137,-0.03375000134110451,0.00344122014939785,0.003239062614738941,0.00308812502771616,0.0001203124993480742,0.00014531250053551048,0.00016406249778810889,0.003128125099465251,96497.8984375,,,99497.984375,0.03015226684510708,428604.75,-6.670312359347008e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-3.9649999962421134e-05,9.881249752652366e-06,-2.9218750569270924e-05,-0.017500000074505806,0.00011718749738065526,4.812499901163392e-05,0.0006260937661863863,0.2299218773841858,0.15328125655651093,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,58.825469970703125,82.49492645263672,1.9598437575041316e-06,0.0021621622145175934,11.100312232971191,0.12209375202655792,-0.0002439296804368496,0.000303789071040228
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,45,-28,875,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,44,-28,876,First,1,1,None,0,-0.6635937690734863,-0.6526562571525574,-0.6919531226158142,-0.6970312595367432,-0.5580468773841858,-0.5774219036102295,-0.6873437762260437,-0.6571093797683716,-0.6919531226158142,-0.7950780987739563,-0.00027453125221654773,-2.0415625385794556e-06,3.3896875381469727,3.3628125190734863,3.2802343368530273,3.307734489440918,3.416562557220459,3.4978907108306885,3.470937490463257,3.442187547683716,3.3559374809265137,3.3846874237060547,3.3327343463897705,3.305234432220459,3.388437509536743,3.470937490463257,3.3828125,3.4121875762939453,3.3828125,14.0,0.8192031383514404,3.377812385559082,-0.011874999850988388,0.005301339086145163,0.005639062728732824,0.003123125061392784,0.0001203124993480742,0.00014531250053551048,0.000157812493853271,0.0031531250569969416,96677.328125,,,99581.359375,0.029162392020225525,429512.1875,-6.7240625867270865e-06,2.059999942779541,1.340000033378601,0.7200000286102295,-4.189999890513718e-05,9.956250323739368e-06,-2.9687500500585884e-05,-0.018726563081145287,0.00011718749738065526,4.812499901163392e-05,0.0006192187429405749,0.23054687678813934,0.1536979228258133,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,58.793914794921875,81.58940124511719,1.7314062006335007e-06,0.002222222276031971,11.148124694824219,0.12134374678134918,-0.0002460624964442104,0.00030503905145451427
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,43,-28,877,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,42,-28,878,First,1,1,None,0,-0.671093761920929,-0.6602343916893005,-0.7007812261581421,-0.70703125,-0.5661718845367432,-0.5805468559265137,-0.6904687285423279,-0.6583593487739563,-0.6932031512260437,-0.7963281273841858,-0.00026703125331550837,-1.991562612602138e-06,3.3965625762939453,3.3690624237060547,3.286484479904175,3.3139843940734863,3.4228124618530273,3.507265567779541,3.4703125953674316,3.448437452316284,3.362187385559082,3.390937566757202,3.339062452316284,3.310859441757202,3.3946874141693115,3.4778125286102295,3.3896875381469727,3.419062614440918,3.3690624237060547,1.0,0.8059999942779541,3.3690624237060547,-0.027499999850988388,0.002697172574698925,0.004339062608778477,0.0030856248922646046,0.0001203124993480742,0.00014531250053551048,0.000157812493853271,0.003115624887868762,96808.6875,,,99607.421875,0.02809768170118332,429935.4375,-6.726562332914909e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-3.9775000914232805e-05,9.956250323739368e-06,-2.890625000873115e-05,-0.017237499356269836,0.00011718749738065526,4.812499901163392e-05,0.0006098437588661909,0.23054687678813934,0.1536979228258133,2.430000066757202,2.430000066757202,-0.02800000086426735,0.981875479221344,0.8600000143051147,9.529999732971191,2.130000114440918,58.77294158935547,82.34233856201172,1.9720312138815643e-06,0.0021621622145175934,11.102812767028809,0.12359374761581421,-0.00023549218894913793,0.00029810157138854265
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,41,-28,879,First,8,8,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,40,-28,880,First,1,1,None,0,-0.6629687547683716,-0.6532812714576721,-0.6989062428474426,-0.7045312523841858,-0.5599218606948853,-0.5805468559265137,-0.6898437738418579,-0.6583593487739563,-0.6932031512260437,-0.7982031106948853,-0.00026953124324791133,-1.986562438105466e-06,3.3846874237060547,3.3578124046325684,3.2752344608306885,3.302734375,3.410937547683716,3.494140625,3.4646875858306885,3.4365625381469727,3.3503124713897705,3.3790624141693115,3.3277344703674316,3.300234317779541,3.3828125,3.4653124809265137,3.377187490463257,3.401562452316284,3.377187490463257,14.0,0.8152499794960022,3.377812385559082,-0.006874999962747097,0.005301339086145163,0.0034640624653548002,0.0030931250657886267,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.003115624887868762,96557.9375,7.199999809265137,0.0,99536.4921875,0.029924318194389343,429147.625,-6.610312539123697e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.180000178166665e-05,1.003124998533167e-05,-2.890625000873115e-05,-0.014949999749660492,0.00011718749738065526,4.812499901163392e-05,0.0006110937683843076,0.2311718761920929,0.15411458909511566,2.450000047683716,2.450000047683716,-0.019999999552965164,0.981918215751648,0.8600000143051147,9.529999732971191,2.130000114440918,58.814937591552734,82.6502456665039,2.1140624539839337e-06,0.002222222276031971,11.140625,0.12109375,-0.00024167969240806997,0.0003064765769522637
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,39,-28,881,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,38,-28,882,First,1,1,None,0,-0.6767187714576721,-0.6671093702316284,-0.7164062261581421,-0.7232812643051147,-0.573046863079071,-0.5836718678474426,-0.6917187571525574,-0.6602343916893005,-0.6951562762260437,-0.8013281226158142,-0.00027453125221654773,-2.002812607315718e-06,3.390937566757202,3.3634374141693115,3.281484365463257,3.3089842796325684,3.417187452316284,3.501640558242798,3.471562385559082,3.442812442779541,3.356562614440918,3.385312557220459,3.333984375,3.3064844608306885,3.3896875381469727,3.4721875190734863,3.3840625286102295,3.413437604904175,3.3634374141693115,1.0,0.8044999837875366,3.364062547683716,-0.026875000447034836,0.001209077425301075,0.0033390624448657036,0.0030806250870227814,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031031249091029167,96452.0,,,99586.953125,0.0314796157181263,429002.96875,-6.589062650164124e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-3.9024998841341585e-05,9.756249710335396e-06,-2.8124999516876414e-05,-0.012610937468707561,0.00011718749738065526,4.812499901163392e-05,0.0006073437398299575,0.23054687678813934,0.1536979228258133,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.981918215751648,0.8600000143051147,9.529999732971191,2.130000114440918,58.56593704223633,81.7010726928711,2.077656290566665e-06,0.0022857142612338066,11.077812194824219,0.12284374982118607,-0.00024242968356702477,0.0003031015512533486
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,37,-28,883,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,36,-28,884,First,1,1,None,0,-0.6754687428474426,-0.6658594012260437,-0.7164062261581421,-0.72265625,-0.5692968964576721,-0.5805468559265137,-0.6892187595367432,-0.658984363079071,-0.6938281059265137,-0.8025781512260437,-0.00027203126228414476,-2.022812395807705e-06,3.395312547683716,3.367812395095825,3.2852344512939453,3.312734365463257,3.421562433242798,3.5053906440734863,3.4721875190734863,3.4465625286102295,3.3603124618530273,3.3890624046325684,3.3378124237060547,3.310234308242798,3.393437385559082,3.4753124713897705,3.387812614440918,3.417187452316284,3.367812395095825,1.0,0.8107500076293945,3.367812395095825,-0.027499999850988388,0.0023251487873494625,0.0031640625093132257,0.003100625006482005,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003128125099465251,96299.265625,,,99520.8984375,0.03237145021557808,428846.625,-6.649062470387435e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-3.957499939133413e-05,9.881249752652366e-06,-2.890625000873115e-05,-0.011835937388241291,0.00011718749738065526,4.812499901163392e-05,0.0006092187250033021,0.23054687678813934,0.1536979228258133,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,58.61722946166992,82.34233856201172,2.055624918284593e-06,0.0021052630618214607,11.090312957763672,0.12309374660253525,-0.00023949219030328095,0.00029997655656188726
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,35,-28,885,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,34,-28,886,First,1,1,None,0,-0.66796875,-0.658984363079071,-0.7095312476158142,-0.7164062261581421,-0.5630468726158142,-0.5805468559265137,-0.6892187595367432,-0.6583593487739563,-0.6938281059265137,-0.8013281226158142,-0.000273281242698431,-2.034062390521285e-06,3.404062509536743,3.3765625953674316,3.2933592796325684,3.320859432220459,3.430312395095825,3.514765739440918,3.4847655296325684,3.455937385559082,3.3690624237060547,3.3984375,3.345937490463257,3.317734479904175,3.4021875858306885,3.4853906631469727,3.395937442779541,3.4259374141693115,3.3765625953674316,1.0,0.8052499890327454,3.3759374618530273,-0.02812499925494194,0.0047433036379516125,0.0030515624675899744,0.0030906249303370714,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003115624887868762,96355.046875,7.199999809265137,0.0,99439.5390625,0.031018724665045738,428803.6875,-6.699062396364752e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-4.087499837623909e-05,9.931250133377034e-06,-2.8593749448191375e-05,-0.012035937048494816,0.00011718749738065526,4.812499901163392e-05,0.0006110937683843076,0.2299218773841858,0.15328125655651093,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,59.04963684082031,82.49877166748047,1.951718786585843e-06,0.0021621622145175934,11.120624542236328,0.12209375202655792,-0.00024061718431767076,0.0003020390577148646
