,,,,,,,,,,,,,,,,glxy_SS_IH     <> glxy_pin2,glxy_OSC       <> glxy_pin3,glxy_OUTS      <> glxy_pin4S,glxy_OUTF      <> glxy_pin4F,glxy_VCCS      <> glxy_pin5S,glxy_VCCF      <> glxy_pin5F,glxy_BOOT      <> glxy_pin6,glxy_COMP      <> glxy_pin7,glxy_FB        <> glxy_pin8,glxy_PT        <> glxy_PT,Abs comp       <> ABS_COM,Abs fb         <> ABS_FB,Ref bef zap    <> REF_BE,sim1 ... <> Simule_1,sim2 ... <> Simule_2,sim3 ... <> Simule_3,sim4 ... <> Simule_4,sim5 ... <> Simule_5,sim6 ... <> Simule_6,sim7 ... <> Simule_7,sim8 ... <> Simule_8,sim9 ... <> Simule_9,sim10 ... <> Simule_10,sim11 ... <> Simule_11,sim12 ... <> Simule_12,sim13 ... <> Simule_13,sim14 ... <> Simule_14,sim15 ... <> Simule_15,Ref best     <> REF_BEST_SIM,indice        <> REF_FLAG,Zap current   <> ZAP_REF,Ref aft zap     <> REF,Ref recovery    <> VREF_REC,Ref precision   <> VREF_TGT,Line 8/55v      <> LN_REG,Iq dut_cycle=0  <> IQ,Iq st_by 24v    <> IQ_SBY_24,Iq st_by 55v    <> IQ_SBY_55,Abs supply      <> ABS_VCC,Iq tot          <> IQ_TOT,Freq at 8v      <> FQ_1,Uvlo up th      <> UVLO_UP,Uvlo hysteresis  <> UVLO_HYS,Freq at 55v     <> FQ_2,Freq stability  <> FQ_STAB,Freq max        <> FQ_MAX,I inh low       <> I_IH_LO,Inh th up        <> INH_TH_UP,Inh th down      <> INH_TH_DOWN,Inh hyste        <> INH_HYS,Iss charge      <> SS_ICH,Iss discharge    <> SS_IDCH,Lkg Mos          <> LK_PWR,Abs out          <> OUT_MAX,Abs boot         <> ABS_BOOT,Lkg boot Mos off <> IBOOT_OFF,Lkg boot         <> LKG_BOOT,Drop of the Mos <> DROP_10V,Rds on          <> RDS_ON,Imax bef zap	 <> IMAX,Imax aft zap   <> IMAX_AFT,Imax precision   <> IMAX_TGT,Max duty cycle  <> MAX_DUT,Osc val 24v     <> OSC_VL24,Osc pk 55v       <> OSC_PK55,Osc pk 8v        <> OSC_PK8,Gain op_loop     <> EA_OLG,Svrr             <> EA_SVRR,Bias EA         <> EA_BIAS,Transcond       <> EA_TRANS,EA swing high   <> EA_SWH,EA swing low	 <> EA_SWL,Src out I       <> EA_SRC,Sink out I      <> EA_SNK
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,33,-28,887,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,32,-28,888,First,1,1,None,0,-0.671093761920929,-0.6614843606948853,-0.7126562595367432,-0.7182812690734863,-0.5649218559265137,-0.5799219012260437,-0.6892187595367432,-0.658984363079071,-0.6938281059265137,-0.8025781512260437,-0.0002782812516670674,-2.055312506854534e-06,3.393437385559082,3.3659374713897705,3.283984422683716,3.3114843368530273,3.419687509536743,3.5028905868530273,3.473437547683716,3.4453125,3.3584375381469727,3.3871874809265137,3.336562395095825,3.308359384536743,3.3921875953674316,3.474062442779541,3.385937452316284,3.4153125286102295,3.3659374713897705,1.0,0.8082500100135803,3.3659374713897705,-0.027499999850988388,0.0017671131063252687,0.0030140625312924385,0.0031181250233203173,0.0001203124993480742,0.00014531250053551048,0.000157812493853271,0.0031406250782310963,96353.9609375,,,99551.65625,0.03212100267410278,429132.0625,-6.675312306470005e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-3.9825001294957474e-05,1.003124998533167e-05,-2.8124999516876414e-05,-0.011985937133431435,0.00011718749738065526,4.812499901163392e-05,0.0006123437779024243,0.23054687678813934,0.1536979228258133,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9819466471672058,0.8600000143051147,9.529999732971191,2.130000114440918,58.596675872802734,82.1923828125,2.0578124804160325e-06,0.0021621622145175934,11.080312728881836,0.12159375101327896,-0.0002455546928104013,0.0003039140719920397
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,31,-28,889,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,30,-28,890,First,1,1,None,0,-0.6629687547683716,-0.6539062261581421,-0.703906238079071,-0.710156261920929,-0.5586718916893005,-0.5805468559265137,-0.6898437738418579,-0.6583593487739563,-0.6938281059265137,-0.8000781536102295,-0.0002770312421489507,-2.036562591456459e-06,3.3921875953674316,3.364687442779541,3.2827343940734863,3.310234308242798,3.4184374809265137,3.502265691757202,3.4728124141693115,3.4440624713897705,3.3578124046325684,3.3871874809265137,3.3352344036102295,3.3071093559265137,3.390937566757202,3.4728124141693115,3.385312557220459,3.414687395095825,3.364687442779541,1.0,0.8071249723434448,3.3653125762939453,-0.026875000447034836,0.0015811012126505375,0.00446406239643693,0.0030906249303370714,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003115624887868762,96296.7734375,,,99537.8671875,0.03256145864725113,429313.5625,-6.726562332914909e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-3.877500057569705e-05,9.70625023910543e-06,-2.7656249585561454e-05,-0.012460937723517418,0.00011718749738065526,4.6875000407453626e-05,0.0006067187641747296,0.23054687678813934,0.1536979228258133,2.4100000858306885,2.4100000858306885,-0.035999998450279236,0.9827179908752441,0.8600000143051147,9.529999732971191,2.130000114440918,58.484500885009766,83.5059585571289,2.037187414316577e-06,0.0021621622145175934,11.077812194824219,0.12284374982118607,-0.00024549217778258026,0.00029860157519578934
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-28,891,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-28,892,First,1,1,None,0,-0.6635937690734863,-0.6539062261581421,-0.7051562666893005,-0.7107812762260437,-0.5580468773841858,-0.5805468559265137,-0.6892187595367432,-0.658984363079071,-0.6938281059265137,-0.8025781512260437,-0.0002682812628336251,-2.0003124063805444e-06,3.387812614440918,3.3603124618530273,3.266484260559082,3.305234432220459,3.4140625,3.494140625,3.4646875858306885,3.4365625381469727,3.3503124713897705,3.3790624141693115,3.330859422683716,3.302734375,3.3865625858306885,3.4653124809265137,3.377812385559082,3.4071874618530273,3.377812385559082,14.0,0.8158749938011169,3.3809375762939453,-0.006874999962747097,0.0062313987873494625,0.004201562609523535,0.0031406250782310963,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031531250569969416,96252.7578125,7.25,0.0,99484.2265625,0.03248221054673195,429236.75,-6.6240622800251e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.11000000895001e-05,1.0131249837286305e-05,-2.8593749448191375e-05,-0.012035937048494816,0.000110937500721775,4.812499901163392e-05,0.0006154687725938857,0.23054687678813934,0.1536979228258133,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9827315807342529,0.8600000143051147,9.529999732971191,2.130000114440918,58.99573516845703,82.4030532836914,2.072343704639934e-06,0.0021621622145175934,11.140625,0.1223437488079071,-0.0002410546876490116,0.00030178905581124127
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,27,-28,893,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,26,-28,894,First,1,1,None,0,-0.671093761920929,-0.6614843606948853,-0.7126562595367432,-0.72265625,-0.5642969012260437,-0.579296886920929,-0.6885937452316284,-0.658984363079071,-0.6938281059265137,-0.8032031059265137,-0.00026953124324791133,-1.990312512134551e-06,3.383437395095825,3.3559374809265137,3.273984432220459,3.3014843463897705,3.409062385559082,3.4922657012939453,3.4628124237060547,3.4253125190734863,3.349062442779541,3.377812385559082,3.326484441757202,3.2983593940734863,3.382187604904175,3.4628124237060547,3.3759374618530273,3.4046874046325684,3.3759374618530273,14.0,0.8150468468666077,3.3765625953674316,-0.006874999962747097,0.0049293152987957,0.003414062550291419,0.0031356250401586294,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031531250569969416,96365.453125,,,99496.859375,0.03147238492965698,428958.90625,-6.670312359347008e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.0499999158782884e-05,9.881249752652366e-06,-2.796875014610123e-05,-0.011898437514901161,0.00011718749738065526,4.9375001253793016e-05,0.0006235937471501529,0.23054687678813934,0.1536979228258133,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9827315807342529,0.8600000143051147,9.529999732971191,2.130000114440918,58.86772537231445,81.75745391845703,2.0593749923136784e-06,0.002222222276031971,11.118124961853027,0.1223437488079071,-0.00024161719193216413,0.00030091404914855957
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-28,895,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,24,-28,896,First,1,1,None,0,-0.6617187261581421,-0.6520312428474426,-0.7026562690734863,-0.7089062333106995,-0.555468738079071,-0.5786718726158142,-0.6879687309265137,-0.6577343940734863,-0.6932031512260437,-0.8025781512260437,-0.00026953124324791133,-1.979062517420971e-06,3.390312433242798,3.3628125190734863,3.2802343368530273,3.307734489440918,3.4159374237060547,3.499765634536743,3.4703125953674316,3.442187547683716,3.3559374809265137,3.3846874237060547,3.3327343463897705,3.305234432220459,3.3890624046325684,3.470937490463257,3.3828125,3.4121875762939453,3.3828125,14.0,0.8219062685966492,3.375312566757202,-0.014999999664723873,0.0045572915114462376,0.004789062310010195,0.003178125014528632,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031906249932944775,96297.0703125,,,99440.2578125,0.031608857214450836,428813.875,-6.60906243865611e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-4.1474999306956306e-05,9.956250323739368e-06,-2.843750007741619e-05,-0.012298437766730785,0.00011718749738065526,4.9375001253793016e-05,0.0006248437566682696,0.2299218773841858,0.15328125655651093,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9827451109886169,0.8600000143051147,9.529999732971191,2.130000114440918,58.636539459228516,81.4245376586914,1.6495312138431473e-06,0.002222222276031971,11.155625343322754,0.12009374797344208,-0.00024161719193216413,0.0003079765592701733
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,23,-28,897,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-28,898,First,1,1,None,0,-0.6629687547683716,-0.6532812714576721,-0.703906238079071,-0.710156261920929,-0.5580468773841858,-0.5805468559265137,-0.6892187595367432,-0.6583593487739563,-0.6932031512260437,-0.8013281226158142,-0.00026953124324791133,-1.9803123905148823e-06,3.395312547683716,3.362187385559082,3.2858593463897705,3.312734365463257,3.4153125286102295,3.5060155391693115,3.4765625,3.445937395095825,3.3609375953674316,3.390312433242798,3.338437557220459,3.310234308242798,3.3940625190734863,3.4765625,3.388437509536743,3.417187452316284,3.362187385559082,1.0,0.8111249804496765,3.3684375286102295,-0.026875000447034836,0.0025111606810241938,0.0032890625298023224,0.003133124904707074,0.0001203124993480742,0.0001390624966006726,0.000157812493853271,0.0031531250569969416,96100.8828125,7.25,0.0,99474.984375,0.03391912579536438,428290.90625,-6.649062470387435e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.0049999370239675e-05,9.956250323739368e-06,-2.7656249585561454e-05,-0.012423437088727951,0.00011718749738065526,4.812499901163392e-05,0.000618593767285347,0.2299218773841858,0.15328125655651093,2.390000104904175,2.390000104904175,-0.04399999976158142,0.9827315807342529,0.8600000143051147,9.529999732971191,2.130000114440918,58.58641815185547,82.34233856201172,1.9246874671807745e-06,0.002222222276031971,11.09781265258789,0.12259375303983688,-0.00023767969105392694,0.000298726576147601
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,21,-28,899,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,20,-28,900,First,1,1,None,0,-0.6692187786102295,-0.6596093773841858,-0.7157812714576721,-0.7157812714576721,-0.5661718845367432,-0.5817968845367432,-0.6898437738418579,-0.6583593487739563,-0.6932031512260437,-0.7982031106948853,-0.00027453125221654773,-2.01531247512321e-06,3.397812604904175,3.370312452316284,3.287734270095825,3.315234422683716,3.424062490463257,3.5078907012939453,3.4778125286102295,3.4496874809265137,3.3634374141693115,3.3921875953674316,3.3403124809265137,3.312734365463257,3.395937442779541,3.4784374237060547,3.390937566757202,3.4203124046325684,3.370312452316284,1.0,0.8078749775886536,3.370312452316284,-0.027499999850988388,0.0030691963620483875,0.0030890624038875103,0.003155624959617853,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003178125014528632,96015.25,,,99445.875,0.0344974510371685,428653.78125,-6.6940624492417555e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-3.9924998418428004e-05,9.881249752652366e-06,-2.7812500775326043e-05,-0.01321093738079071,0.00011718749738065526,4.812499901163392e-05,0.0006179687334224582,0.2299218773841858,0.15328125655651093,2.390000104904175,2.390000104904175,-0.04399999976158142,0.9819890260696411,0.8600000143051147,9.529999732971191,2.130000114440918,59.158447265625,82.61895751953125,2.0026561742270133e-06,0.002222222276031971,11.10531234741211,0.12284374982118607,-0.0002417421928839758,0.0002985390601679683
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,19,-28,901,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,18,-28,902,First,1,1,None,0,-0.6717187762260437,-0.6614843606948853,-0.7095312476158142,-0.7164062261581421,-0.5674218535423279,-0.5811718702316284,-0.6892187595367432,-0.6583593487739563,-0.6932031512260437,-0.8000781536102295,-0.00027578126173466444,-2.035312490988872e-06,3.4028124809265137,3.375312566757202,3.292734384536743,3.3202342987060547,3.4178125858306885,3.5135157108306885,3.484140634536743,3.444687604904175,3.3684375286102295,3.397812604904175,3.3453125953674316,3.317734479904175,3.401562452316284,3.4847655296325684,3.395937442779541,3.4253125190734863,3.375312566757202,1.0,0.8100000023841858,3.3759374618530273,-0.026875000447034836,0.0047433036379516125,0.004689062479883432,0.003155624959617853,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.003178125014528632,96379.921875,,,99497.7578125,0.03133576735854149,428849.34375,-6.574062354047783e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.020000051241368e-05,1.0056250175694004e-05,-2.7656249585561454e-05,-0.013735937885940075,0.00011718749738065526,4.812499901163392e-05,0.0006223437376320362,0.2311718761920929,0.15411458909511566,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819466471672058,0.8600000143051147,9.529999732971191,2.130000114440918,58.804420471191406,82.13311767578125,2.121562602042104e-06,0.0021621622145175934,11.125624656677246,0.12084375321865082,-0.00024330469022970647,0.00030553905526176095
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,17,-28,903,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,16,-28,904,First,1,1,None,0,-0.6660937666893005,-0.6564062237739563,-0.7007812261581421,-0.7076562643051147,-0.563671886920929,-0.5824218988418579,-0.6898437738418579,-0.6583593487739563,-0.6932031512260437,-0.7975780963897705,-0.00026703125331550837,-1.9665624222398037e-06,3.400937557220459,3.3734374046325684,3.2908594608306885,3.318359375,3.427187442779541,3.5116405487060547,3.4803125858306885,3.453437566757202,3.366562604904175,3.395312547683716,3.343437433242798,3.315859317779541,3.3996875286102295,3.4753124713897705,3.3896875381469727,3.4234375953674316,3.3734374046325684,1.0,0.8054999709129333,3.3740625381469727,-0.026875000447034836,0.004185267724096775,0.003001562552526593,0.003133124904707074,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031531250569969416,96162.5625,7.25,0.0,99509.796875,0.03363720327615738,428408.8125,-6.525312528538052e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.0049999370239675e-05,9.806250091060065e-06,-2.7656249585561454e-05,-0.015575000084936619,0.00011718749738065526,4.812499901163392e-05,0.0006179687334224582,0.2311718761920929,0.15411458909511566,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819466471672058,0.8600000143051147,9.529999732971191,2.130000114440918,58.731143951416016,81.9000244140625,1.915468828883604e-06,0.0021621622145175934,11.118124961853027,0.12159375101327896,-0.00023442968085873872,0.0003025390615221113
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,15,-28,905,First,20,20,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,14,-28,906,First,1,1,None,0,-0.6629687547683716,-0.6526562571525574,-0.6964062452316284,-0.7020312547683716,-0.5592968463897705,-0.5805468559265137,-0.6892187595367432,-0.6583593487739563,-0.6932031512260437,-0.7975780963897705,-0.00027578126173466444,-2.064062528006616e-06,3.4053125381469727,3.377812385559082,3.295234441757202,3.3227343559265137,3.432187557220459,3.5160155296325684,3.486640691757202,3.457812547683716,3.3709375858306885,3.3996875286102295,3.3478124141693115,3.3202342987060547,3.404062509536743,3.486640691757202,3.3984375,3.4278125762939453,3.3709375858306885,8.0,0.8183125257492065,3.3709375858306885,-0.03437500074505806,0.0032552082557231188,0.003026562510058284,0.0031481250189244747,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.003178125014528632,96196.578125,7.25,0.0,99510.53125,0.03330250456929207,428839.46875,-6.619062332902104e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-3.997499879915267e-05,9.981249604607001e-06,-2.796875014610123e-05,-0.015937499701976776,0.000110937500721775,4.6875000407453626e-05,0.0006060937303118408,0.23179687559604645,0.15453125536441803,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9827315807342529,0.8600000143051147,9.529999732971191,2.130000114440918,58.814937591552734,82.34233856201172,2.0487500478338916e-06,0.002222222276031971,11.10531234741211,0.12134374678134918,-0.00024186719383578748,0.0003029765503015369
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,13,-28,907,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,12,-28,908,First,1,1,None,0,-0.6629687547683716,-0.6526562571525574,-0.692578136920929,-0.7001562714576721,-0.560546875,-0.5805468559265137,-0.6892187595367432,-0.6577343940734863,-0.692578136920929,-0.795703113079071,-0.000273281242698431,-2.0290624433982885e-06,3.399062395095825,3.3715624809265137,3.2889842987060547,3.3171093463897705,3.4259374141693115,3.509765625,3.4803125858306885,3.4515624046325684,3.364687442779541,3.3940625190734863,3.3421874046325684,3.3139843940734863,3.397812604904175,3.479062557220459,3.3921875953674316,3.422187566757202,3.3715624809265137,1.0,0.8109999895095825,3.372187614440918,-0.026875000447034836,0.0036272320430725813,0.0030515624675899744,0.0031531250569969416,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003178125014528632,96457.109375,,,99493.984375,0.030523182824254036,428766.625,-6.550312718900386e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.027500108350068e-05,1.010624964692397e-05,-2.7812500775326043e-05,-0.01808750070631504,0.00011718749738065526,4.812499901163392e-05,0.0006242187228053808,0.232421875,0.1549479216337204,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,58.6378288269043,82.28204345703125,2.0328125174273737e-06,0.0021621622145175934,11.112812042236328,0.1223437488079071,-0.00024161719193216413,0.0002982265723403543
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,11,-28,909,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,10,-28,910,First,1,1,None,0,-0.6623437404632568,-0.6514062285423279,-0.689453125,-0.6957812309265137,-0.5586718916893005,-0.5799219012260437,-0.6892187595367432,-0.6577343940734863,-0.692578136920929,-0.7969531416893005,-0.000273281242698431,-2.0303125438658753e-06,3.390937566757202,3.3734374046325684,3.290234327316284,3.317734479904175,3.427187442779541,3.5116405487060547,3.4822657108306885,3.452812433242798,3.3659374713897705,3.395312547683716,3.343437433242798,3.3146092891693115,3.3996875286102295,3.4822657108306885,3.393437385559082,3.4228124618530273,3.3734374046325684,1.0,0.8101249933242798,3.3734374046325684,-0.017500000074505806,0.0039992560632526875,0.0032890625298023224,0.003178125014528632,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0032031249720603228,96101.3203125,,,99454.7421875,0.0337180458009243,428006.40625,-6.585312348761363e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.0625000110594556e-05,1.0056250175694004e-05,-2.8124999516876414e-05,-0.02026406303048134,0.00011718749738065526,4.812499901163392e-05,0.000627968751359731,0.23179687559604645,0.15453125536441803,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819748997688293,0.8600000143051147,9.529999732971191,2.130000114440918,58.55571746826172,81.98670196533203,1.9629687812994234e-06,0.0021621622145175934,11.112812042236328,0.12184374779462814,-0.0002408671862212941,0.0003003515594173223
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,9,-28,911,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
